3.931825633,9.036106025,7.570958583,1.098612289,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.84940484
4.795790546,8.412054873,7.60090246,1.098612289,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.01370681
4.262679877,9.169622539,7.550135342,1.609437912,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.37367489
4.110873864,9.396570945,7.589335823,1.609437912,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.18075997
3.433987204,8.719480761,7.563200592,1.386294361,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.38510346
5.252273428,8.912069098,7.570443252,1.098612289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.67844838
4.262679877,8.922791624,7.571988449,1.386294361,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.08673152
3.044522438,9.169622539,7.577633833,1.386294361,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.02575508
3.044522438,9.486000469,7.604396349,1.098612289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.69158354
3.433987204,9.42084438,7.570958583,0.693147181,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.32056569
3.433987204,9.08000387,7.555381944,1.098612289,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.3504183
3.044522438,9.386308455,7.604894481,1.098612289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.38422302
4.110873864,9.467846702,7.587310506,1.386294361,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.99535779
